250,250
250,250
250,250
250,250
250,250
250,250
250,250
250,250
250,177
250,250
250,250
250,250
250,250
250,250
250,250
250,250
250,250
250,250
250,250
250,250
250,250
250,250
250,250
184,250
250,72
250,250
250,117
250,250
250,250
250,250
250,156
250,250
250,250
250,250
250,250
250,250
250,250
250,250
250,250
250,250
250,250
250,111
250,243
250,250
250,250
250,250
250,250
250,250
102,250
250,250
250,250
250,250
250,232
250,250
245,250
250,231
250,250
250,250
250,250
250,250
250,250
250,250
250,250
250,250
250,250
250,174
250,250
250,225
250,250
250,250
143,250
250,250
250,250
250,250
250,250
250,250
250,250
250,250
250,250
198,250
250,250
250,250
250,220
158,250
250,248
250,250
250,250
250,250
250,250
250,250
250,250
250,250
250,250
250,250
250,250
250,250
250,250
250,250
250,250
250,250
