200,200
200,200
200,200
200,108
200,109
86,200
200,200
200,200
200,200
200,200
200,200
200,200
200,200
200,200
200,200
104,200
200,200
200,200
200,200
153,85
200,200
200,200
200,200
200,200
200,200
200,200
93,200
200,200
200,200
200,200
200,200
200,200
200,41
200,83
200,200
200,200
200,200
200,200
200,200
200,200
200,200
200,88
200,200
200,200
200,200
200,200
200,200
200,200
120,200
200,200
111,200
200,200
200,200
200,162
185,200
37,200
200,200
200,200
200,62
200,200
200,200
200,200
23,200
200,200
123,200
200,200
200,200
200,200
200,200
200,200
200,42
200,200
200,200
200,200
120,200
200,200
200,200
200,200
200,200
184,166
200,200
200,73
200,200
200,200
163,153
200,200
200,200
200,200
200,200
200,200
200,200
200,200
98,200
200,200
200,200
200,183
200,200
200,200
200,200
200,200
